"Code","Event Name","Title","Composer","Arranger","Publisher [Collection]","Grade","Specification"
"100-2-28200","Band","Maesong","Owens","","TRN Music Publisher","2",""
"100-2-28205","Band","Joy","Ticheli","","Manhattan Beach Music","2",""
"100-2-28209","Band","I'll Be Home A'fore Ye","Giroux","","MPropria","2",""
"100-2-28219","Band","Ariodante Suite","Handel","Elledge","Neil A. Kjos Music Company","2","(play all)"
"100-2-28220","Band","Portsmouth Reflections","Oare","","Neil A. Kjos Music Company","2",""
"100-2-28221","Band","Greenbrier Legacy","Oare","","Neil A. Kjos Music Company","2",""
"100-2-28222","Band","American Sailing Songs","Milford","","Ludwig Music Publishing Company","2",""
"100-2-28231","Band","Our Kingsland Spring","Hazo","","Hal Leonard Music, Inc.","2",""
"100-2-28232","Band","Three Renaissance Dances","Anon. or Trad.","Moss","Music Works","2","(play mvt 2 plus one other)/"
"100-2-28233","Band","Down by the Salley Gardens","Anon. or Trad.","Sweeney","Hal Leonard Music, Inc.","2",""
"100-2-28246","Band","Bartok Variations","Broege","","Grand Mesa Music Publishers","2",""
"100-2-28247","Band","Cathedral Music","Anon. or Trad.","Singleton","Grand Mesa Music Publishers","2","(play one mvt)"
"100-2-28248","Band","A Sailor's Odyssey","Bobrowitz","","Grand Mesa Music Publishers","2",""
"100-2-28249","Band","Dances from Terpsichore","Praetorius","Fenske","Daehn Publications","2",""
"100-2-28250","Band","Pioneer Songs","Daehn","","Daehn Publications","2",""
"100-2-28251","Band","Early One Morning, English Country Settings II","La Plante","","Daehn Publications","2","(play at least two mvts)"
"100-2-28253","Band","Whispers from the Heart","Farmer","","Daehn Publications","2",""
"100-2-28256","Band","Heaven's Light","Reineke","","C.L. Barnhouse Company","2",""
"100-2-28259","Band","Mosaic","Paulus","","ACF","2",""
"100-2-28276","Band","Moscow, 1941","Balmages","","FJH Music Company","2",""
"100-2-28632","Band","Contempo","Story","","Belwin, Inc","2",""
"100-2-28635","Band","Air and Variations","Kreines","","Alfred Music Company, Inc.","2",""
"100-2-28637","Band","Ancient Dialogue","Burns","","Daehn Publications","2",""
"100-2-28641","Band","An Irish Lullaby","Bulla","","Curnow Music","2",""
"100-2-28654","Band","Ave Verum Corpus","Mozart","Williams","Alfred Music Company, Inc.","2",""
"100-2-28657","Band","Storm Mountain Jubilee","Strommen","","Belwin, Inc","2",""
"100-2-28661","Band","Fanfare for a New Age","Story","","Belwin, Inc","2",""
"100-2-29134","Band","Journey Down Niagara","Tucker","","Southern Music Publishing Company","2",""
"100-2-29140","Band","Variations on a Sailing Song","Strommen","","Carl Fischer, Inc.","2",""
"100-2-29976","Band","Three London Miniatures","Camphouse","","TRN Music Publisher","2","(play mvt 1)"
"100-2-30033","Band","Sparks","Balmages","","FJH Music Company","2",""
"100-2-30067","Band","A Basque Lullaby","Forrest","","C. Alan Publications","2",""
"100-2-30069","Band","As Twilight Falls","Sheldon","","Alfred Music Company, Inc.","2",""
"100-2-30070","Band","Balfour Castle","Bobrowitz","","Daehn Publications","2",""
"100-2-30071","Band","Black Is the Color...","Sheldon","","Alfred Music Company, Inc.","2",""
"100-2-30072","Band","Broken Bow","Strommen","","Alfred Music Company, Inc.","2",""
"100-2-30074","Band","Colliding Visions","Balmages","","FJH Music Company","2",""
"100-2-30075","Band","Communion","Strommen","","Alfred Music Company, Inc.","2",""
"100-2-30076","Band","Die Meistersinger (Themes)","Wagner","Daehn","Daehn Publications","2",""
"100-2-30077","Band","Fields of Clover","Standridge","","Grand Mesa Music Publishers","2",""
"100-2-30078","Band","Homeward Bound","Keen","Althouse/Karrick","Alfred Music Company, Inc.","2",""
"100-2-30079","Band","In a Quiet Place","Calhoun","","Carl Fischer, Inc.","2",""
"100-2-30080","Band","Irish Air and Dance","Story","","Alfred Music Company, Inc.","2",""
"100-2-30082","Band","Let all Mortal Flesh Keep Silence","McGinty","","Neil A. Kjos Music Company","2",""
"100-2-30083","Band","Lullabye","Standridge","","Grand Mesa Music Publishers","2",""
"100-2-30084","Band","Lyric Essay","O'Connor","","RBC Publications","2",""
"100-2-30085","Band","Shepherd's Hey","Traditional","Roszell","Alfred Music Company, Inc.","2",""
"100-2-30086","Band","Spirit of an Eagle","Clark","","Carl Fischer, Inc.","2",""
"100-2-30087","Band","Sundance","Strommen","","Carl Fischer, Inc.","2",""
"100-2-30088","Band","The Rowan Tree","Standridge","","Grand Mesa Music Publishers","2",""
"100-2-30089","Band","Two Renaissance Sketches","Stalter","","Alfred Music Company, Inc.","2",""
"100-2-30090","Band","When the Stars Began to Fall","Allen","","TRN Music Publisher","2",""
"100-2-30742","Band","Black Forest Overture","Sweeney","","Hal Leonard Music, Inc.","2",""
"100-2-30755","Band","Accolade","Himes","","Curnow Music","2",""
"100-2-30756","Band","Allegretto from Symphony No. 7","Beethoven","Longfield","Hal Leonard Music, Inc.","2",""
"100-2-30757","Band","O Mio Babbino Caro","Puccini","Vinson","Hal Leonard Music, Inc.","2",""
"100-2-30758","Band","Tribute","Crosby","","Northeastern Music Publications","2",""
"100-2-30759","Band","We Gather","Vertoske","","Ludwig Music Publishing Company","2",""
"100-2-31021","Band","Crescent Meadow","Romeyn","","Birch Island Music Press","2",""
"100-2-31022","Band","Hypnotic Fireflies","Balmages","","FJH Music Company","2",""
"100-2-31023","Band","Japanese Pictures","Mixon","","Carl Fischer, Inc.","2",""
"100-2-31024","Band","Mosswood Lullaby","Beck","","Alfred Music Company, Inc.","2",""
"100-2-31025","Band","New Horizons","Corrigan","","LudwigMasters Publications","2",""
"100-2-31026","Band","Wind Storm","O'Reilly","","Alfred Music Company, Inc.","2",""
"100-2-31027","Band","Ye Banks and Braes","Miller","Strommen","Alfred Music Company, Inc.","2",""
"100-2-31786","Band","Blue Ridge Reel","Balmages","","FJH Music Company","2",""
"100-2-31787","Band","Three Susato Dances","Susato","Minakuchi","Bravo Music","2",""
"100-2-31788","Band","Tudor Sketches","Owens","","FJH Music Company","2","(play mvts 1 & 2 or mvts 2 & 3)"
"100-2-31919","Band","A Song of Hope","Stamp","","Neil A. Kjos Music Company","2","N/A"
"100-2-31921","Band","Little Suite for Band","Standridge","","FJH Music Company","2","(play mvt. 3 and two additional mvts.)"
"100-2-32021","Band","Egyptique","Owens","","FJH Music Company","2",""
"100-2-32048","Band","Danza de Espana","Chambers","","Carl Fischer, Inc.","2",""
"100-2-32049","Band","Expectations","Clark","","Carl Fischer, Inc.","2",""
"100-2-32052","Band","Hsien","Fox","","Alfred Music Company, Inc.","2",""
"100-2-32053","Band","Of Emerald Shires","Myers","","Grand Mesa Music Publishers","2","(play mvt 2 plus one other mvt)"
"100-2-32054","Band","Sketches of Canada","Story","","Alfred Music Company, Inc.","2","(play 2 mvts)"
"100-2-33114","Band","Crystalline","Clark","","Carl Fischer, Inc.","2",""
"100-2-33115","Band","Tanchozuru","Standridge","","FJH Music Company","2",""
"100-2-33231","Band","Into the Arctic","Balmages","","FJH Music Company","2",""
"100-2-33264","Band","Sunchaser","Chambers","","Carl Fischer, Inc.","2",""
"100-2-33266","Band","Festival of Flight","Weller","","FJH Music Company","2",""
"100-2-33268","Band","Laniakea","Wilds","","FJH Music Company","2",""
"100-2-33273","Band","Highlander Lullaby","Traditional","Myers","Grand Mesa Music Publishers","2",""
"100-2-33275","Band","Eagles Awake!","Saucedo","","Hal Leonard Music, Inc.","2",""
"100-2-33276","Band","Lullaby in the Mirror","Saucedo","","Hal Leonard Music, Inc.","2",""
"100-2-34108","Band","With Uncommon Valor","Stalter","","Alfred Music Company, Inc.","2",""
"100-2-34109","Band","Memories from Another Time","Bell","","Alfred Music Company, Inc.","2",""
"100-2-34112","Band","Wildflowers","Stalter","","Alfred Music Company, Inc.","2",""
"100-2-34119","Band","On the Kerry Shore","Wilds","","FJH Music Company","2",""
"100-2-34121","Band","Scenes from the American West","Wilds","","FJH Music Company","2","(play at least 2 mvts.)"
"100-2-34123","Band","Travelin Music","LaPlante","","C.L. Barnhouse Company","2",""
"100-2-34865","Band","Red Giant","Vargas","","Alfred Music Company, Inc.","2",""
"100-2-34866","Band","Down to the River","Traditional","Sweeney","Hal Leonard Music, Inc.","2",""
"100-2-34867","Band","Beach Spring","Bruhn","","Alfred Music Company, Inc.","2",""
"100-2-34868","Band","When Summer’s in the Meadow","Standridge","","Grand Mesa Music Publishers","2",""
"100-2-34869","Band","Galliard","Watson","","Alfred Music Company, Inc.","2",""
"100-2-34870","Band","Hawkeye Overture","Sheldon","","Alfred Music Company, Inc.","2",""
"100-2-34871","Band","Where Words End…","Standridge","","FJH Music Company","2",""
"100-2-34872","Band","Purple Mountain Heather","Miller","","Excelcia","2",""
"100-2-34873","Band","Warwick Castle","Milford","","Excelcia","2",""
"100-2-36674","Band","A Mother’s Hymn","Traditional","Smith","RWS Music Company","2",""
"100-2-36675","Band","As The Last Light Fades","Bell","","C.L. Barnhouse Company","2",""
"100-2-36676","Band","Dreams Of Flying","Clark","","C.L. Barnhouse Company","2",""
"100-2-36677","Band","Moonlit Skies","O'Loughlin","","Excelcia","2",""
"100-2-36678","Band","Sunset Lullaby","Samuel","","Excelcia","2",""
"100-2-36679","Band","The Cottage On The Lake","Swearingen","","C.L. Barnhouse Company","2",""
"100-2-37766","Band","Loch Lomond","Scottish Folk Song","Hall","FJH Music Company","2",""
"100-2-37767","Band","Crowns of Glory","Wilds","","FJH Music Company","2",""
"100-2-37768","Band","Wellspring","Wilds","","FJH Music Company","2",""
"100-2-37769","Band","Tripwire","Hall","","FJH Music Company","2",""
"100-2-37770","Band","Looking Up!","Sheldon","","FJH Music Company","2",""
"100-2-38040","Band","Dance of the Garden Gnomes","Roszell","","Belwin, Inc","2",""
"100-2-38041","Band","Walking on Air","Estes","","Excelcia","2",""
"100-2-38042","Band","The Day Transcending Night","Hobbs","","Excelcia","2",""
"100-2-38043","Band","Speed Mirage","Vargas","","Excelcia","2",""
"100-2-38044","Band","Before I Go to Sleep","Nitsch","","Excelcia","2",""
"100-2-38045","Band","Silversides","Owens","","FJH Music Company","2",""
"100-2-38046","Band","Evergreen Escapades","Sims","","FJH Music Company","2",""
"100-2-38047","Band","Through the Storm","Hall","","FJH Music Company","2",""
"100-2-38048","Band","The Crystal Fountain","Balmages","","FJH Music Company","2",""
"100-2-38049","Band","Boundless River","Ticheli","","Manhattan Beach Music","2",""
"100-2-38050","Band","Blue Comet","Vargas","","Randall Standridge Music","2",""
"100-2-38051","Band","The First Day of Summer","Vargas","","Randall Standridge Music","2",""
"100-2-38052","Band","Blue Sky Horizon","Standridge","","Randall Standridge Music","2",""
"100-2-38053","Band","Dominion","Standridge","","Randall Standridge Music","2",""
"100-2-38054","Band","Down on the Delta (A Mississippi Tribute)","Chambers","","Wingert-Jones","2",""
"100-3-15218","Band","Air for Band","Erickson","","Bourne, Co.","3",""
"100-3-15294","Band","Tricycle","Boysen","","Neil A. Kjos Music Company","3",""
"100-3-15303","Band","Symphonic Overture","Carter","","Carl Fischer, Inc.","3",""
"100-3-15307","Band","Contrasto Grosso","de Haan","","De Haske Publications","3","(play any two mvts)"
"100-3-15319","Band","Spiritual (from Symphony No. 5 1/2)","Gillis","Bainum","Boosey & Hawkes, Inc.","3",""
"100-3-15331","Band","An Occasional Suite","Handel","Osterling","Ludwig Music Publishing Company","3",""
"100-3-15368","Band","Declaration Overture","Smith","","Claude T. Smith Publications","3",""
"100-3-15371","Band","The Battle of Jericho","Spinney","","Belwin, Inc","3",""
"100-3-15374","Band","A Hymn for Band","Stuart","","Shawnee Press","3",""
"100-3-15392","Band","Variation Overture","Williams","","Ludwig Music Publishing Company","3",""
"100-3-15393","Band","Four Quiet Pieces","Aitken","","Elkan-Vogel Company, Inc.","3",""
"100-3-15395","Band","English Dances, Set I","Arnold","Johnstone","Lengnick","3","(play two mvts)"
"100-3-15396","Band","English Dances, Set II","Arnold","Herbert","Lengnick","3","(play two mvts)"
"100-3-15397","Band","Four Scottish Dances","Arnold","Paynter","Carl Fischer, Inc.","3","(play two mvts)"
"100-3-15398","Band","Prelude, Siciliano and Rondo","Arnold","Paynter","Carl Fischer, Inc.","3","(play Siciliano & Rondo)"
"100-3-15402","Band","Jesu, Joy of Man's Desiring","Bach","Leidzen/Reed","Multiple Publishers;Carl Fischer, Inc.;C.L. Barnhouse Company","3",""
"100-3-15404","Band","Prelude and Fugue in Bb Major","Bach","Moehlmann","Belwin, Inc","3",""
"100-3-15405","Band","Prelude and Fugue in g minor","Bach","Moehlmann","Belwin, Inc","3",""
"100-3-15407","Band","Deir in De","Anon. or Trad.","Barker","C.L. Barnhouse Company","3",""
"100-3-15408","Band","Brookshire Suite","Barnes","","Belwin, Inc","3",""
"100-3-15410","Band","Cradlesong","Barton","","Daehn Publications","3",""
"100-3-15412","Band","Suite of Old American Dances","Bennett","","Hal Leonard Music, Inc.","3","(play two mvts)"
"100-3-15413","Band","Ginger Marmalade","Benson","","Carl Fischer, Inc.","3",""
"100-3-15414","Band","Candide Suite","Bernstein","Grundman","Hal Leonard Music, Inc.","3","(play two mvts)"
"100-3-15415","Band","Serenade","Bourgeois","","G&M Brand","3",""
"100-3-15416","Band","I Am","Boysen","","Neil A. Kjos Music Company","3",""
"100-3-15417","Band","Simple Song","Boysen","","Neil A. Kjos Music Company","3",""
"100-3-15418","Band","Blessed Are They","Brahms","Buehlman","Ludwig Music Publishing Company","3",""
"100-3-15421","Band","Three Preludes","Bruckner","Broege","Daehn Publications","3","(play two)"
"100-3-15422","Band","William Byrd Suite","Byrd","Jacob","Boosey & Hawkes, Inc.","3","(play two mvts)"
"100-3-15424","Band","Overture for Winds","Carter","","Bourne, Co.","3",""
"100-3-15426","Band","Down a Country Lane","Copland","Patterson","Boosey & Hawkes, Inc.","3",""
"100-3-15428","Band","Black is the Color of My True Love's Hair","Curnow","","Hal Leonard Music, Inc.","3",""
"100-3-15430","Band","Variations on Scarborough Fair","Custer","","Hal Leonard Music, Inc.","3",""
"100-3-15431","Band","Procession of The Sardar","Ippolikov-Ivanov","Custer","Belwin, Inc","3",""
"100-3-15432","Band","As Summer Was Just Beginning","Daehn","","Daehn Publications","3",""
"100-3-15434","Band","The Girl With The Flaxen Hair","Debussy","Brand","G&M Brand","3",""
"100-3-15435","Band","Adagio for Winds","Del Borgo","","Shawnee Press","3",""
"100-3-15436","Band","Caccia","Dello Joio","","Marks Music Corporation","3",""
"100-3-15437","Band","Satiric Dances","Dello Joio","","Hal Leonard Music, Inc.","3","(play mvt 3)"
"100-3-15440","Band","Nimrod (from Enigma Variations)","Elgar","Reed","Multiple Publishers;Belwin, Inc;Alfred Music Company, Inc.","3",""
"100-3-15441","Band","Rhapsody on The Minstrel Boy","Farnon","","G&M Brand","3",""
"100-3-15442","Band","Pie Jesu","Faure","Friedman","Shawnee Press","3",""
"100-3-15443","Band","Blasenfest","Fry","","Carl Fischer, Inc.","3",""
"100-3-15444","Band","Canzona No. 1","Gabrieli","Margolis","Manhattan Beach Music","3",""
"100-3-15445","Band","Royal Coronation Dances","Gervaise","Margolis","Manhattan Beach Music","3",""
"100-3-15447","Band","Australian Up Country Tune","Grainger","Bainum","G. Schirmer, Inc.","3",""
"100-3-15449","Band","Down Longford Way","Grainger","Osmon","RBC Publications","3",""
"100-3-15450","Band","I'm Seventeen Come Sunday","Grainger","Daehn","Daehn Publications","3",""
"100-3-15452","Band","Lincolnshire Posy","Grainger","Fennell","Multiple Publishers;Ludwig Music Publishing Company;G. Schirmer, Inc.","3","(play two mvts)"
"100-3-15453","Band","Two Grainger Melodies","Grainger","Kreines","C.L. Barnhouse Company","3",""
"100-3-15454","Band","Ye Banks and Braes O' Bonnie Doon","Grainger","","G. Schirmer, Inc.","3",""
"100-3-15455","Band","A Scottish Rhapsody","Grundman","","Boosey & Hawkes, Inc.","3",""
"100-3-15456","Band","American Folk Rhapsody No. 1","Grundman","","Boosey & Hawkes, Inc.","3",""
"100-3-15457","Band","American Folk Rhapsody No. 2","Grundman","","Boosey & Hawkes, Inc.","3",""
"100-3-15458","Band","American Folk Rhapsody No. 3","Grundman","","Boosey & Hawkes, Inc.","3",""
"100-3-15459","Band","Fantasy on American Sailing Songs","Grundman","","Boosey & Hawkes, Inc.","3",""
"100-3-15460","Band","Llwyn Onn","Hogg","","Brogla","3",""
"100-3-15462","Band","Havendance","Holsinger","","TRN Music Publisher","3",""
"100-3-15463","Band","On a Hymnsong of Philip Bliss","Holsinger","","TRN Music Publisher","3",""
"100-3-15464","Band","On a Hymnsong of Robert Lowry","Holsinger","","TRN Music Publisher","3",""
"100-3-15466","Band","First Suite in Eb","Holst","Matthews","Boosey & Hawkes, Inc.","3","(play mvt 1)"
"100-3-15468","Band","Second Suite in F for Military Band","Holst","Matthews","Boosey & Hawkes, Inc.","3","(play mvt 1, 2 or 4)"
